procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 58566824 170472 3309100    0    0     0   100 8512 13024  1  0 99  0  0
 0  0      0 58566824 170472 3309100    0    0     0    20 7550 11493  1  0 99  0  0
 0  0      0 58566600 170472 3309100    0    0     0     4 9899 15696  1  0 99  0  0
 0  0      0 58561864 170504 3309068    0    0     0    72 8416 12666  1  0 99  0  0
 0  0      0 58566600 170552 3309100    0    0     0   104 95463 185704  1  5 94  0  0
 2  0      0 58564024 170576 3308940    0    0     0   896 116740 224917  2  6 92  0  0
 0  0      0 58563960 170576 3309108    0    0     0     0 113689 223091  1  7 92  0  0
 1  0      0 58573056 170576 3309108    0    0     0     0 114004 223427  1  5 94  0  0
 0  0      0 58563132 170600 3309068    0    0     0   164 74018 143460  1  3 96  0  0
 0  0      0 58569104 170664 3300332    0    0     0   144 17051 30131  3  1 96  0  0
 0  0      0 58590820 170684 3300608    0    0     0   104 5147 6716  1  0 99  0  0
 0  0      0 58591000 170684 3300756    0    0     0     0 4548 5785  0  0 99  0  0
 0  0      0 58590748 170708 3300732    0    0     0    88 4940 6448  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 58590496 170732 3300760    0    0     0   240 4614 6104  1  0 99  0  0
 0  0      0 58589740 170780 3300712    0    0     0   440 5117 6674  1  0 99  0  0
 0  0      0 58588984 170804 3300504    0    0     0    96 5286 6928  1  0 99  0  0
 0  0      0 58588732 170804 3300504    0    0     0   212 4719 6261  1  0 99  0  0
 0  0      0 58588732 170844 3300504    0    0     0    96 4880 6653  1  0 99  0  0
 0  0      0 58588480 170868 3300460    0    0     0    84 4831 6586  0  0 100  0  0
 0  0      0 58588120 170892 3300436    0    0     0   132 4967 6772  0  0 99  0  0
 0  0      0 58588228 170916 3300460    0    0     0    56 4635 6501  1  0 99  0  0
 0  0      0 58588228 170940 3300436    0    0     0    52 4376 6095  0  0 100  0  0
 0  0      0 58587976 170964 3300460    0    0     0    52 10632 17902  1  1 99  0  0
 1  0      0 58588228 170964 3300460    0    0     0     4 4720 6148  0  0 100  0  0
 0  0      0 58588228 170988 3300460    0    0     0   104 5505 7391  1  0 99  0  0
 0  0      0 58587976 171012 3300464    0    0     0    52 4736 6394  0  0 100  0  0
 0  0      0 58585964 171036 3300480    0    0     0   128 39794 75885  1  2 97  0  0
 0  0      0 58585964 171060 3300460    0    0     0    64 15491 27334  1  1 99  0  0
 1  0      0 58585968 171084 3300488    0    0     0    64 65336 126681  1  4 95  0  0
 1  0      0 58585968 171108 3300464    0    0     0    64 103726 203608  1  5 94  0  0
 1  0      0 58586724 171148 3300488    0    0     0   180 111432 218542  1  6 93  0  0
 0  0      0 58586724 171148 3300488    0    0     0   516 34231 64677  1  1 98  0  0
 0  0      0 58586724 171172 3300488    0    0     0    76 5200 7525  0  0 99  0  0
 1  0      0 58586724 171172 3300488    0    0     0     4 9841 16553  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 58584204 171220 3300488    0    0     0   104 9977 16206  1  0 99  0  0
 1  0      0 58589684 171268 3300460    0    0     0   172 11084 18159  3  1 96  0  0
 0  0      0 58575260 171292 3298892    0    0     0    88 64272 128140  9  5 85  0  0
 0  0      0 58570400 171292 3298924    0    0     0     0 11768 20162  0  1 99  0  0
 0  0      0 58576628 171292 3298924    0    0     0     0 13678 23391  1  1 98  0  0
 0  0      0 58571520 171356 3298924    0    0     0   192 20720 37446  1  1 98  0  0
 0  0      0 58569868 171380 3307160    0    0     0   700 36882 69526  1  2 97  0  0
 0  0      0 58569048 171404 3307144    0    0     0   272 10089 17013  1  0 99  0  0
 0  0      0 58568544 171404 3307168    0    0     0     0 5419 8197  0  0 99  0  0
 0  0      0 58563556 171420 3307152    0    0     0    36 33706 63214  1  2 97  0  0
 1  0      0 58562484 171468 3307172    0    0     0   128 16913 29560  1  1 98  0  0
 0  0      0 58566464 171468 3307172    0    0     0     0 8253 13067  1  1 99  0  0
 1  0      0 58582804 171492 3302620    0    0     0   112 18157 32379  1  1 98  0  0
 0  0      0 58582716 171492 3302516    0    0     0     0 33075 62060  1  1 98  0  0
